They're here to protect you.	ona li lon li wile selo e sina.
Nobody is waiting for me anywhere.	jan ala li awen tawa kama mi lon ma ni lon ma ante.
Sometimes I wish I was a girl.	tenpo la mi pilin e ni: mi wile meli.
Someone repainted the bridge.	tenpo sin la jan li kule e nasin pi anpa kon.
I found a French teacher for you.	mi kama jo e jan sona pi toki Kanse tawa sina.
The dog wants to go outside.	soweli li wile tawa tan tomo.
Tom is still in the hospital.	jan Ton li lon tomo pi pona sijelo kin.
What does that matter?	ni li suli tan seme?
This sentence actually comes from Spanish.	lon la linja nimi ni li kama tan toki Epanja.
I want to tell you about Tom.	mi wile toki e ijo pi jan Ton tawa sina.
You'd better not write here.	o sitelen ala lon ni.
What book is this?	lipu sona ni li seme?
Is Tom staying at the Hilton Hotel?	jan Ton li awen lon tomo Iton anu seme?
Is this everything?	ni li ali ala ali?
Both Tom and Mary were born in Boston.	ona tu ale: jan Ton en jan Mewi, li kama lon ale lon ma tomo Pasen.
You taught me a lot.	sina pana e sona mute tawa mi.
Know yourself.	o sona e sina!
Why is the smoke dark grey?	tan seme la kon pimeja li walo pimeja?
Jews are a people.	kulupu Isajela li jan.
It may seem odd.	ken la ona li nasa tawa lukin.
Write your name next to mine.	o sitelen e nimi sina lon poka pi nimi mi.
Have you ever seen snow?	sina lukin ala lukin e ko lete lon tenpo pini?
That's a lot of food.	ni li moku mute.
In those days, America was not independent of the United Kingdom.	tenpo pini ni la, ma Mewika li lon anpa pi ma Juke.
Tom says he knows Mary won't do that.	jan Ton li toki e ni: sona ona la jan Mewi li pali ala e ni.
It's Tuesday.	ni li tenpo suno nanpa tu pi tenpo esun.
Dinner will be ready soon.	tenpo lili la moku pi tenpo pimeja li pini.
You don't have to tell me this.	sina wile ala toki e ni tawa mi.
The chicken the waiter brought to the table was still raw.	jan li pana e moku lon supa. moku ni li waso mani. taso waso ni li lete.
Why?	tan seme?
Good dog!	soweli pona!
I've got mosquito bites all over my arm.	mi jo e nena mute pi pipi moku lon luka mi.
The snake sheds its skin.	akesi linja li weka e selo ona.
Everybody thinks I'm dead.	jan ali li pilin e ni: mi moli.
Don't use hard words.	o kepeken ala e toki ike.
No, I'm not a fox. Why do you ask?	mi soweli sona ala. tan seme la sina wile sona?
But I'm not able to use the telephone.	taso mi ken ala kepeken e ilo toki.
Someone must have poisoned Tom.	lon la jan li pana e telo moli tawa jan Ton.
He passed away five years ago.	tenpo sike luka pini la ona li moli.
Keep to the right.	o awen lon poka lawa.
We live in the United States.	tomo pi mi tu li lon ma Mewika.
We have lots of bread, and as for butter, we have more than enough.	mi mute li jo e pan mute e ko mute pi telo mama.
Do we need to wait for Tom?	mi mute li wile awen tawa kama pi jan Ton anu seme?
What kind of fish did you catch?	sina alasa e kala seme?
I want to sing with you.	mi wile kalama musi poka sina.
I don't have a guitar.	mi jo ala e ilo kalama linja.
Tom and I were the only ones who were hungry.	jan Ton en mi li wile moku.
Just go away.	o tawa weka.
Neither today nor ever!	tenpo suno ni ala en tenpo ante ali ala.
But I am not like other boys! I am better than all of them and I always tell the truth. I promise you, Father, that I'll learn a trade, and I'll be the comfort and staff of your old age.	taso mi sama ala e jan mije ante a! mi pona mute poka ona ale. tenpo ale la, mi toki e toki lon. mama mi o, mi wile e ni: mi kama sona e pali la, mi pali e tenpo majuna sina pona en suwi.
Tom grew tired.	jan Ton li wile lape.
The British climbed the hill.	jan pi ma Inli li tawa sewi lon nena.
That sounds beautiful.	ni li pona kute.
I saw her just the other day.	mi kama lon ona lon tenpo suno pi tenpo pini poka.
Light is no less necessary to plants than water.	ni li lon ala: kasi li wile lili e suno li wile mute e telo.
Don't talk to him.	o toki ala tawa ona.
Someone has walked off with my pencil.	jan li tawa li jo e ilo sitelen mi a!
I realized I didn't have enough money to buy what I needed.	mi kama sona e ni: mi jo ala e mani pi mute ni: mi ken kama jo e ijo pi wile mi lon esun kepeken ona.
Our photograph lost its color.	kule li weka tan sitelen mi.
Do you understand Portuguese?	sina sona e toki Potuke anu seme?
Wash the strawberries and remove their stalks.	o telo e kili loje o weka e linja ona.
Is his name really Tom?	nimi ona li Ton ala Ton kin?
Tom heated the milk.	jan Ton li seli e telo mama.
Thanks for lunch.	pona tan ni: sina pana e moku pi insa tenpo suno tawa mi.
The hospital is near here.	tomo pi pona sijelo li lon poka ni.
What does he intend to do?	ona li wile pali e seme?
Sorry, but I have to work tonight.	o weka e ike mi. taso open pi tenpo pimeja ni la mi wile pali.
Homeless neighbors are neighbors.	jan poka kepeken tomo ala li jan poka.
I changed my clothes.	mi ante e len mi.
He has a lot of tattoos on his body.	selo sijelo ona li jo e sitelen selo mute.
He said that it would probably rain.	ona li toki e ni: ken suli la telo li kama.
The ship is at sea.	tomo tawa telo li lon telo suli.
Do you like to study French?	sina kama sona e toki Kanse. ni li pona ala pona tawa sina?
She was coming.	ona li kama.
Mario grows bigger when he eats a mushroom.	jan Malijo li moku e kili la ona li kama suli.
Sami might be dead.	jan Sami li ken moli.
They tortured you.	jan mute li pakala e sina.
I can't express myself well.	mi ken ala toki pona.
Why is the plane late?	tomo tawa kon li kama ala tan seme?
Tom needs some sleep.	jan Ton li wile lape.
The three men left the villa together.	mije tu wan li wan li tawa tan ma tomo lili.
Does everybody love music?	kalama musi li pona tawa jan ali anu seme?
I'm as free as a bird.	mi wile pali e ijo la mi ken kin pali e ona.
We saw them on TV.	mi lukin e ona lon ilo pi sitelen tawa.
The girl has a mouse.	meli li jo e soweli lili.
Tom's room smells really bad.	tomo pi jan Ton li jaki tawa nena.
You haven't changed at all.	sina kama ante ala a!
We can see thousands of stars in the sky.	mi mute li ken lukin e mun mute mute lon sewi.
If I don't eat, I will die.	mi moku ala la mi moli.
She has ten children.	ona li jo e jan lili luka luka.
No, thank you.	ala. sina pona.
Why did you stop only the foreigners?	tan seme la sina sinpin e jan pi ma ante taso?
This must be a dream.	ni li sitelen lape kin.
Islam is the truth.	nasin sewi Isalan li sona lon.
I love listening to classical music.	kalama musi sewi li pona mute tawa mi.
Where is English spoken?	seme la jan li toki lon toki Inli?
Tom skipped breakfast.	jan Ton li moku ala lon open pi tenpo suno.
The street where she lives is long and narrow.	ona li awen lon nasin suli. insa pi nasin ona li lili.
Let sleeping dogs lie.	soweli wawa li lape la o pini ala e lape ona.
He led people to the good land.	ona li lawa e jan tawa ma pona.
Tom is a bad teacher.	jan Ton li jan sona ike.
Yankev is anti-Zionist.	jan Janke li utala e ma Isale.
He agrees with my opinion.	ona li pilin sama mi.
Nobody home?	jan ala li lon tomo anu seme?
Tom is ironing his shirts.	jan Ton li supa e len.
When do we start?	mi mute li open lon tenpo seme?
Smoking stinks.	kon seli li jaki.
Popular movements express popular displeasure.	tawa pi jan mute li toki e pilin ike pi jan mute.
Tom has translated seven percent of his English sentences into Modern Greek.	jan Ton li pana e linja nimi ona pi toki Inli lon toki Elena sin e luka tu pi ijo ale.
You're obviously sick.	lukin la sina pilin ike.
He's a hunter.	ona li jan alasa.
She is very angry with him.	ona li pilin utala mute tawa ona.
She came here once again.	ona li kama sin lon ni.
I'll answer you tomorrow.	mi toki sin tawa sina lon tenpo suno kama.
Tom has a weak stomach.	jan Ton li jo e insa pi wawa ala.
We don't know them.	mi sona ala e ona.
Needless to say, he is right.	mi wile ala toki e ni: ona li toki lon.
The period is missing.	o pini e linja nimi.
Can we sit down?	ken la mi mute li wile kepeken supa monsi.
I want to protect you.	mi wile awen e sina.
Tom put a thermometer in his mouth.	jan Ton li alasa e ilo pi pilin seli kepeken uta.
I didn't know Tom didn't really want to do that yesterday.	mi sona ala e ni: jan Ton li wile ala pali lon e ni lon tenpo suno pini.
The world is full of fools.	sike ma li jo e jan nasa mute.
Good night and sleep tight!	lape pona!
You should know that I'm in love with Mary.	sina sona kin e ni: mi olin e jan Malija.
What is the biggest city in Greece?	ma tomo pi ma Elena la ma tomo nanpa wan pi suli mute li seme?
I tried to separate the two.	mi lukin tu e ijo tu.
She understands Yiddish.	ona li sona e toki Jitisi.
I didn't want to go there anyway.	kin la mi wile ala tawa ni.
I eat sandwiches with margarine.	mi moku e moku Sanwi kepeken ko jelo.
Is Buddhism a religion or a philosophy?	ijo Pusimo li nasin sewi anu sona pi kon ale?
I'm taking Tom some food.	mi tawa e moku tawa jan Ton.
He is coming tonight.	ona li kama lon tenpo pimeja ni.
Search!	o alasa!
I was very exhausted.	mi kama wawa ala!
Aoi dances very well.	jan Wawi li tawa musi pona mute.
Tom was offered a job.	jan li wile pana e ken pali tawa jan Ton.
I avoided Tom for two months.	mi lukin lon ala poka pi jan Ton lon sike mun tu.
Her new book is wonderful.	lipu sin ona li pona mute a!
Tom is almost always in his office.	tenpo pi ale lili la jan Ton li lon tomo sitelen ona.
Donald Trump suffers from dementia.	lawa pi jan Tona Tun li kama ike tan ni: tenpo suli la ona li lon.
She's unfriendly, isn't she?	ona li pona ala tawa jan anu seme?
That tribe worships its ancestors.	mama pi tenpo pini li sewi tawa kulupu ni.
Many think that Finnish is a really difficult language.	jan mute li pilin e ni: toki Sumi li kiwen kin tawa kama sona.
Time changes everything.	tenpo li ante e ali.
I am from China.	mi tan ma Sonko.
Speaking English is useful.	toki Inli li pona.
He sent me a letter.	ona li pana e lipu toki tawa mi.
No problem.	ale li pona.
Jonathan and his brothers built many snowmen.	jan Sonasan en jan sama ona li pali e jan lete.
Tom is an antidisestablishmentarian.	jan Ton li wile ala e ni: jan lawa ma li pini e lawa pi kulupu pi nasin sewi.
I have to use the dictionary.	mi wile kepeken lipu nimi.
Did Sami have any reason to end his life?	jan Sami li moli e ona tan ijo ala ijo?
Does everybody love music?	jan ali li olin e kalama musi anu seme?
Anna looks like my sister.	jan Ana li sama meli sama mi tawa lukin.
Mr Brown is in the sunset of his life.	tenpo kama lili la jan Wan li moli.
We'll take my car.	mi kepeken tomo tawa mi.
He usually wants to practise his English on me.	tenpo mute la ona li wile kepeken toki Inli poka mi.
Opposite the station.	lon sinpin lon tomo pi tomo tawa linja.
This mistake is due to his carelessness.	pakala ni li kama tan ni: ona li lukin ala.
This cat is gay.	soweli meli ni li unpa e soweli meli.
Have you ever kissed another girl?	tenpo pini wan la sina uta e meli ante anu seme?
She became invisible.	ona li kama kon lukin.
People who desire power make bad leaders.	jan li wile e wawa, la ona li kama jan lawa ike.
Here's a new one.	ni li sin.
The player attacked the referee.	jan pi utala musi li utala e jan lukin pi nasin lawa.
Watch out! This monkey is vicious.	o lukin a! soweli pi selo jan ni li utala.
There are insects everywhere.	pipi li lon ali.
I was there for two days.	mi awen lon ni lon tenpo suno tu.
Time is what prevents everything from happening at the same time.	tenpo li ken ala e ni: ale li kama lon tenpo sama.
The flower is beautiful.	kasi kule li pona lukin.
We all have kids.	mi ale li mama.
I hardly ever remember my dreams.	tenpo lili lili la sitelen pi lape mi li kama sin tawa lawa mi.
I rarely go to the beach.	tenpo ala lili la mi tawa poka telo.
How far away is Kyoto?	ma tomo Kijoto li weka pi suli seme?
That's nothing but a figure of speech.	ni li nasin toki taso.
Do you know what I mean?	sina sona ala sona e kon pi toki mi?
My mother opened the door very carefully.	mama mi li open e lupa kepeken wawa lili lili.
Let me go first.	o ken e ni: mi tawa nanpa wan.
How can I tell?	nasin seme la mi ken sona?
Tom was in a fight.	tenpo pini la, jan Ton li lon utala.
I don't know where Tom and Mary are going tomorrow.	mi sona ala e ni: tenpo suno kama la jan Ton en jan Mewi li tawa seme.
The Federal Republic of Germany is a country in Europe whose capital city is Berlin.	ma Tosi li ma lon ma suli Elopa. ma tomo lawa ona li ma tomo Pelin.
Are you willing to help me with that work?	sina wile ala wile pali e ni lon poka mi?
I have the key.	mi jo e ilo open.
Tom opened the cage and let the monkey out.	jan Ton li open e tomo poki, la soweli pi selo jan li ken kama weka.
My country is the world, and my religion is to do good.	ma mama mi li ma ale. nasin sewi mi li pali pona.
Thomas has the Bible in nine languages: Spanish, Esperanto, French, Greek, Hungarian, English, Latin, Portuguese and Russian.	jan Tomaso li jo e lipu sewi lon toki luka tu tu: toki Epanja, toki Epelanto, toki Kanse, toki Elena, toki Mosijo, toki Inli, toki Lasina, toki Potuke, toki Losi.
I am very glad to see you.	mi lukin e sina. ni li pona tawa mi.
Stay with them.	o awen lon poka ona.
We are the society.	mi mute li kulupu.
You're a lot of things, Tom, but simple isn't one of them.	sina ijo mute, jan Ton o, taso sina pona ala.
Tom is the only Canadian here.	jan Ton taso li jan Kanata lon ni.
Is Tom here, too?	jan Ton kin li lon ala lon ni?
The boy was tired.	mije lili li wile lape.
We have little money available for the research.	mi jo e mani lili tawa lukin sona.
No one understood.	ni li nasa tawa jan ali.
He hit his head on something hard.	kiwen li pakala e lawa ona.
His grandfather bought him the expensive toy.	mama mama pi ona li kama jo e ilo musi pi mani mute.
You think differently talking with little children.	jan li toki tawa jan lili la nasin pi pilin ona li kama ante.
Tom couldn't do it, but Mary could.	jan Ton li ken ala pali e ona. taso jan Malija li ken.
She put the book in her bag.	ona li pana e lipu lon poki ona.
The tallest and smallest men in the world both joined the circus.	jan pi suli nanpa wan en jan pi lili nanpa wan li kama lon kulupu musi.
I don't speak programmer.	mi sona ala e toki pi jan pi ilo sona.
There is no one who doesn't desire peace.	jan ale li wile e tenpo pi utala ala.
I consider him an excellent teacher.	toki mi la ona li jan pana sona pi pona mute.
Tom lied to his wife.	jan Ton li toki e lon ala tawa meli ona.
When I had to learn English in school, at times I would bemoan all the irregularities and strange rules.	tenpo pi mi kama sona lon toki Inli la, tenpo la, mi toki ike tawa nimi pi nasin ante e lawa nasa.
Am I a boy or a girl? What's the difference?	mi mije anu meli? ante li seme?
Tom slept all day.	jan Ton li lape lon tenpo suno ale.
I don't speak Portuguese.	mi toki ala lon toki Potuke.
Sami was stealing.	jan Sami li lanpan.
Mary isn't sick.	jan Malija li jo ala e ike sijelo.
The sun also rises, and the sun goes down, and hurries to its place where it rises.	suno li tawa sewi li tawa anpa li tawa wawa tawa poka ni: ona la suno li tawa sewi.
The small community has a new language.	kulupu lili li jo e toki sin.
Tom is usually drunk by this time of day.	tenpo ale la jan Ton li kama nasa kepeken telo nasa lon tenpo ni.
He is neither bad nor perfect.	ona li ike ala li pona ale ala.
Keep him entertained.	o musi e ona.
As the sun rose, the fog disappeared.	suno li kama li tawa sewi la kon walo li tawa weka.
We are two men short.	mi pilin ike tan ni: mije tu li weka.
He can speak Portuguese.	ona li ken toki lon toki Potuke.
I don't want to see that again.	mi wile ala lukin e ni sin.
Tom's son's name is John.	nimi pi jan lili pi jan Ton li Son.
One, two, three, four, five, six, seven, eight, nine, ten.	wan, tu, tu wan, tu tu, luka, luka wan, luka tu, luka tu wan, luka tu tu, luka luka.
Two families live in the same house.	kulupu mama tu li lon tomo wan.
I just wish I could figure out what to give her for her birthday.	mi wile sona e ni taso: mi o pana e seme tawa ona lon sike pi tenpo kama ona.
Good evening. We're calling because we ordered a pizza three hours ago and you still haven't delivered it.	toki. mi toki tan ni: mi esun e pan sike lon tenpo pini mute. taso, sina awen pana ala e ona.
She is Portuguese.	ona li tan ma Potuke.
Passport, please.	o pana e lipu wawa sina pi jan tawa.
Buy yourself a decent suit.	o esun e len pona tan sina.
I'm from Brazil.	mi kama tan ma Pasila.
I'm learning Chinese.	mi kama sona e toki Sonko.
Everyone dreams.	sitelen lape li kama tawa jan ale.
I have a good dictionary.	mi jo e lipu pona pi nimi ale.
They are sleeping.	ona li lape.
I'm so glad you are all here.	sina ali li lon. ni li pona mute tawa mi.
I'd like three boxes of strawberries.	mi wile e poki tu wan pi kili loje lili.
I need to get away from her.	mi wile tawa weka tan ona.
Tom was lying to Mary when he told her that.	ona li toki e ni tawa ona la, jan Ton li toki e powe tawa jan Mewi.
I want to end this.	mi wile pini e ni.
The cat maimed three squirrels.	kisa li utala e misa.
Tom is a good husband to me.	jan Ton li mije pona tawa mi.
The person didn't come to know about it.	jan li kama ala sona e ni.
Keep doing that.	o awen pali e ni.
USA stands for the United States of America.	"nimi ""USA"" li jo e kon pi nimi ""ma Mewika""."
You can't eat money.	jan li ken ala moku e mani.
Solar power is a clean source of energy.	wawa suno li tan wawa pi jaki ala.
Now it's my turn.	tenpo ni li tenpo mi.
They were plainly dressed.	ona mute li kepeken len pona.
Chess is a teaching and learning instrument older than chalkboards, printed books, the compass, and the telescope.	musi pi jan lawa ma li ilo pi pana sona li jo e sike suno mute. sinpin sitelen en lipu nimi en ilo sike en ilo lukin li jo e sike suno lili.
It's beautiful.	ona li pona lukin.
I'm putting on my shoes.	mi len e noka mi.
Tom and Mary have seven children.	jan Ton en jan Mawi li jo e jan lili mute.
What's that flower?	kasi kule ni li seme?
The soul is different from the body.	kon en sijelo li sama ala.
Tom was concentrating.	jan Ton li lukin pilin e ijo wan taso.
Do that tomorrow.	tenpo suno kama la o pali e ni.
Her parents were out of town.	mama ona li weka tan ma tomo.
Push the button.	o pilin e nena.
It's a phrasebook, and it will help you communicate.	ona li lipu pi ante toki. sina ken toki kepeken ni.
What is the difference?	seme li ante?
Now I am happy!	tenpo ni la mi pilin pona a!
The dog wants to go out.	soweli li wile tawa tan tomo.
Attention! The captain of the airship is speaking!	o kute! jan lawa pi tomo tawa sewi li toki!
I didn't understand her at first.	open la mi kama ala sona e ona.
I'm beginning to get hungry.	mi kama wile moku.
The branch is full of leaves.	lipu mute li lon palisa kasi.
Many users don't know the correct way to use this tool.	jan kepeken mute li sona ala e nasin kepeken pona pi ilo ni.
I'd be unhappy, but I wouldn't kill myself.	ken ni la mi pilin ike. taso mi moli ala e mi.
How are things in Boston?	ijo lon ma tomo Pasen li nasin seme?
It was raining heavily in Osaka.	telo mute li kama lon ma tomo Osaka.
He speaks French.	ona li toki kepeken toki Kanse.
Excellent!	pona mute a!
I hope you feel better.	mi wile e ni: sina pilin pona.
I am a beast.	mi monsuta.
He told his men they would attack the next night.	ona li toki e ni tawa mije ona: ona mute li utala lon tenpo pimeja kama.
They changed their religion.	tenpo ni la nasin sewi sin li lawa e ona.
If men are wolves then women are devils.	mije li soweli wawa, la meli li kon ike.
What's going on over there?	seme li kama lon ni?
Tom said a raccoon bit his foot.	jan Ton li toki e ni: kijetesantakalu li moku e noka ona.
Cookie's a good horse.	soweli Kuki li soweli pona.
Help yourselves to anything you'd like to eat.	sina ken moku e ale.
You spoiled everything.	sina pakala e ali.
I need to pee.	mi wile pana e telo jelo.
We always eat dinner at home.	tenpo ale la mi moku e moku pi tenpo pimeja lon tomo.
We have to do this again.	mi wile pali e ni lon tenpo sin.
His mother's heart beat happier when she saw Siddhartha, strong and handsome, walking with light and agile steps, sitting and standing with elegance, or greeting her with deep respect.	mama meli li lukin e jan Sitata la ona li pilin olin a. jan lili ona li pona lukin li wawa li toki suwi tawa ona.
Why isn't anybody eating?	jan ala li moku tan seme?
I felt bad for leaving her.	mi pilin ike tan ni: mi tawa weka tan ona.
I replied to the police that everything was under control.	mi toki e ni tawa jan awen: ale li lawa pona.
Sami looked at me.	jan Sami li lukin e mi.
You love no one but yourself.	sina olin e sina taso.
They are going to be studying all day.	ale pi tenpo suno la ona li kama sona.
You know how crazy they are over their little bundle of joy.	sina sona e mute pi olin ona tawa jan lili ona.
You could have all been killed.	ken la sina ale li moli.
She's lost, that's why she's crying.	ona li sona ala e ni: ona li lon seme? tan ni la ona li pana e telo tan oko ona.
Tom heard the shots.	jan Ton li kute e kalama pi ilo utala.
Tom was praying.	jan Ton li toki tawa sewi
Life is easy, death is cheap.	ale li pona. moli li mani lili.
They are very important.	ona mute li suli mute.
Are you here alone?	sina wan ala wan taso lon ni?
Tom wanted this.	jan Ton li wile e ni.
Please wait until tomorrow morning.	o awen tawa open pi tenpo suno kama.
Pretty cool, huh?	ni li pona, anu seme?
There's no freedom of religion in this country.	jan li ken ala kepeken nasin sewi pi wile ona lon ma ni.
I don't have my teacher's phone number.	mi jo ala e nanpa pi ilo toki pi jan sona mi.
We're all mothers.	mi ali li mama meli.
I need a dictionary.	mi wile e lipu nimi.
Not all of us catch colds.	sijelo pi mi pi ale ala li kama ike tan lete.
"Tom! Where are you? ""I'm here!"" ""But where is here?"""	"jan Ton o! sina lon seme? ""mi lon ni."" ""taso ni li lon seme?"""
Tom didn't want Mary to go.	jan Ton li wile ala e ni: jan Mewi li tawa weka.
The boy was almost drowned.	jan lili li kama moli lili lon telo.
Your opinion means nothing to me.	pilin sina li ala tawa mi.
The knife is dirty.	ilo kipisi li jaki.
We came to help.	mi mute li kama tan ni: mi mute li wile pana e pona.
Who invented that?	jan seme li pali e ni?
I need one more.	mi wile e wan sin.
What were you doing in Boston?	sina pali e seme lon ma tomo Pasen?
There are many countries in Europe.	ma mute li lon ma Elopa.
Forget English.	o weka e toki Inli.
I see a house.	mi lukin e tomo.
What did they ask you to do?	ona mute li wile e pali seme tan sina?
Go to the front building.	o tawa lon insa pi tomo sinpin.
May I sit down?	mi ken pana e monsi mi lon supa anu seme?
Welcome to our humble home.	kama pona lon tomo lili mi.
I was with friends all last night.	mi lon poka pi jan pona lon tenpo pimeja pini ale.
Something doesn't make sense here.	ijo li nasa lon ni.
Now they have three children.	tenpo ni la, ona mute li jo e jan lili tu wan.
Thank you for giving me those Italian magazines!	sina pona tan ni: sina pana e lipu tenpo pi toki Italija tawa mi.
The statue in the park is new. It wasn't there last year.	kiwen jan lon ma kasi li sin. sike suno pini la ona li lon ala.
I'd like to study in Boston.	tenpo kama la mi kama sona lon ma tomo Pasen. ni li pona tawa mi.
This sheet explains the philosophy I follow.	lipu ni li toki e nasin mi.
Tom requires emergency medical care.	jan Ton li wile mute e ni: jan li pana e pona tawa sijelo ona.
Tom clapped.	jan Ton li kalama kepeken luka.
Tom told me he felt bad about that.	jan Ton li toki e ni tawa mi: ona li pilin ike tan ni.
I want to apologize.	mi wile toki e pakala mi.
Tom said he doesn't need a chauffeur.	jan Ton li toki e ni: ona li wile ala e jan lawa pi tomo tawa.
I chowed down on an ant.	mi moku e pipi.
Let's study.	mi mute o kama sona!
Somebody tried to kill me.	tenpo pini la jan li wile mute moli e mi.
Many people in Africa speak French.	jan mute pi ma Apika li toki kepeken toki Kanse.
We really have to go.	mi wile tawa kin.
That fish lives in fresh water.	kala ni li lon telo suwi.
Do you agree or disagree?	ni li pona ala pona tawa sina?
I am not equal to the task.	mi ken ala pali e ona.
Knowledge is power.	sona li wawa.
We watch television every evening.	mi lukin e ilo pi sitelen tawa lon open ale pi tenpo pimeja.
Tom poisoned himself.	jan Ton li pakala e sijelo ona kepeken e telo moli.
My brothers run in the park.	jan sama mi li tawa wawa lon ma kasi.
I hate milk.	telo walo li ike tawa mi.
Let's hope we did the right thing.	mi wile e ken ni: mi pali e ijo pona.
She isn't at home now.	tenpo ni la ona li lon ala tomo ona.
Don't you want to see more?	sina wile lukin e ijo mute?
If everyone likes you, you're doing it wrong.	sina pona tawa jan ali la sina pali ike.
Tom picked up a napkin and wiped Mary's chin.	jan Ton li kama jo e len pi pona uta li pona e anpa uta pi jan Mewi.
My dog wants to play.	soweli tomo mi li wile musi.
I didn't study either of the languages.	mi kama sona ala e toki ni.
Where could Tom do that?	jan Ton li ken pali e ni lon seme?
Two and two is four.	tu en tu li tu tu.
How much do you want to give for this bike?	sina wile pana e mani seme tawa ilo tawa ni pi sike tu?
Is there a Percy in your class?	jan pi nimi Pesi li lon kulupu sina pi tomo sona anu seme?
He looked miserable.	tawa lukin la ona li pilin ike.
Show, don't tell.	o pana lukin. o toki ala.
Oh, grow up.	o kama suli a.
I feel sleepy.	mi pilin e wile lape.
This carpet is more valuable than that one.	len anpa ni li ijo pi mani mute. len anpa ante ni li ijo pi mani lili.
I have to go now. Bye!	mi wile tawa lon tenpo ni. awen pona!
Wait for your sister.	o awen tawa kama pi jan sama sina.
Sami never expected this.	jan Sami li sona ala e ken ni.
I searched all over for her.	mi alasa e ona lon ale.
You talk like a man.	sina toki sama mije.
I really don't want a battle.	mi wile ala e utala a.
Mr. Kato teaches us English.	jan Kato li pana e sona pi toki Inli tawa mi mute.
The flower is yellow.	kasi kule li jelo.
Tom lived there.	tenpo pini la jan Ton li kepeken tomo lon ni.
Where's your weapon?	ilo utala sina li lon seme?
He acted on the stage.	ona li pali musi lon supa pi pali musi.
Does that surprise you?	ni li ijo sin nasa tawa sina anu seme?
Did you call your friend in Canada?	sina toki ala toki tawa jan pona lon ma Kanata?
Really?	lon seme?
You didn't try hard enough.	tenpo pini la mi wile mute la taso mi pini pali ala kin.
I have to talk to Tom now.	mi wile toki tawa jan Ton lon tenpo ni.
Why do you love me?	sina olin e mi tan seme?
You should take an umbrella in case it rains.	telo li ken kama anpa. o jo e ilo selo tan telo sewi.
Call me before you go.	sinpin la sina tawa la o toki e ni tawa mi.
Tom is nonbinary.	jan Ton li meli ala li mije ala.
Please turn up the air conditioner.	o wawa e ilo pi tomo lete.
I've done everything I needed to do.	mi pali e ale ni: mi wile pali e ni.
I hate ads.	mi la sitelen esun li ike.
You know people.	sina sona e jan.
Yesterday was hot.	tenpo suno pini la kon li seli.
There are eleven people on a soccer team.	jan luka luka wan li lon kulupu pi tawa wawa musi.
Tom finds Mary attractive.	jan Ton pilin e ni: jan Mewi li pona lukin.
You like fruit.	sina la kili li pona.
We know you like him.	sona mi la ona li pona tawa sina.
I like the diversity.	ante li pona tawa mi.
How many pens do you have?	sina jo e ilo sitelen pi mute seme?
Can I take your picture?	mi ken ala ken sitelen e sina mute?
Tom had a strange dream last night.	tenpo pimeja pini la jan Ton li lape, li lukin e sitelen nasa.
The new store opens next week.	sike esun kama la esun sin li kama open.
Do you find him cute?	ona li suwi ala suwi tawa sina?
It was chilly.	lete li lon.
The world is a small village.	ma li lili.
Humanity can change.	kulupu pi jan ali li ken kama ante.
Press here to make the sound louder.	sina kepeken e nena ni la kalama li kama wawa.
No one loves you.	jan ala li olin e sina.
A good surgeon has an eagle's eye, a lion's heart, and a lady's hand.	jan pi pona sijelo li kama jo e oko pi waso wawa e pilin pi soweli wawa e luka pi meli sewi.
The man and the woman are a couple.	nasin lawa la mije en meli li wan.
What's a great song that most people don't know about?	jan mute li sona ala e kalama musi seme pi pona mute?
Tom and Mary hate John.	jan San li ike tawa jan Ton en jan Mewi.
Make a sentence with each of these words.	o pali e kulupu nimi kepeken nimi ni ali.
What time do you fall asleep?	tenpo seme la sina kama lape?
This character represents Scotland.	jan ni li sama ma Sukosi.
Do you speak Dutch?	sina toki ala toki lon toki Netelan?
The teacher will write the text of the task on the board.	jan sona li sitelen e nimi pali lon supa pimeja.
How will you go home today?	tenpo suno ni la sina tawa tomo kepeken nasin seme?
Taro stayed in Tokyo for three days.	tenpo suno tu wan la jan Talo li lon ma tomo Tokijo.
Do ghosts have shadows?	kon li jo ala jo e sitelen pimeja?
Tom is good at geography, isn't he?	jan Ton li sona pona e sona ma anu seme?
Do you have two books?	sina jo ala jo e lipu sona tu?
That's the first sentence I added.	ni li kulupu nimi nanpa wan la mi jo e ni
The clothes are in the closet.	len sijelo li lon insa pi poki len.
Monkeys are fond of banana.	kili palisa li pona tawa soweli pi selo jan.
We were once stars.	tenpo pini la mi mute li mun mute.
Me too! Thank you! You helped a lot!	mi kin la sina pona! sina pona mute e mi a!
I don't have any money.	mi jo ala e mani.
I don't believe that cooking is hard.	jan li pali e moku la mi pilin e ni: pali ni li wile ala e ken mute.
All members have access to these books.	jan ale kulupu li ken tawa lipu ni.
They're friends.	ona mute li jan pona tawa ona sama.
I don't want to do this anymore.	mi wile ala awen pali e ni.
My brother is stronger than me.	mije sama mi li wawa mute. mi wawa lili.
It belongs to me.	ona li ijo mi.
How many times have you seen this movie?	tenpo pi mute seme la sina lukin e sitelen tawa ni?
What language are you and he speaking?	sina en ona li toki kepeken toki seme?
There won't be so many people there.	jan pi mute ni li lon ala.
My sleep is not important.	lape mi li suli ala.
Is that for me?	ni li tawa mi anu seme?
